"BZ3 Nonlinear Vehicle Dynamics Simulation SR= 5.00 WB=1745 mm  WF=80   WR=120  "
"TIME, sec";"LATACC, g";"SIDSLP, deg";"SPEED, kph";"STEER, deg";                                                                                                                                                                                                                                                                                                                                                                    ;
3.630    ;0.711    ;-0.417   ;80.000   ;7.562     
3.640    ;0.713    ;-0.419   ;80.000   ;7.583     
3.650    ;0.715    ;-0.420   ;80.000   ;7.604     
3.660    ;0.718    ;-0.422   ;80.000   ;7.625     
3.670    ;0.720    ;-0.423   ;80.000   ;7.646     
3.680    ;0.722    ;-0.425   ;80.000   ;7.667     
3.690    ;0.724    ;-0.426   ;80.000   ;7.687     
3.700    ;0.727    ;-0.428   ;80.000   ;7.708     
3.710    ;0.729    ;-0.429   ;80.000   ;7.729     
3.720    ;0.731    ;-0.431   ;80.000   ;7.750     
3.730    ;0.734    ;-0.432   ;80.000   ;7.771     
3.740    ;0.736    ;-0.434   ;80.000   ;7.792     
3.750    ;0.738    ;-0.435   ;80.000   ;7.812     
3.760    ;0.741    ;-0.437   ;80.000   ;7.833     
3.770    ;0.743    ;-0.438   ;80.000   ;7.854     
3.780    ;0.745    ;-0.440   ;80.000   ;7.875     
3.790    ;0.748    ;-0.441   ;80.000   ;7.896     
3.800    ;0.750    ;-0.443   ;80.000   ;7.917     
3.810    ;0.752    ;-0.445   ;80.000   ;7.937     
3.820    ;0.755    ;-0.446   ;80.000   ;7.958     
3.830    ;0.757    ;-0.448   ;80.000   ;7.979     
3.840    ;0.759    ;-0.449   ;80.000   ;8.000     
3.850    ;0.762    ;-0.451   ;80.000   ;8.021     
3.860    ;0.764    ;-0.452   ;80.000   ;8.042     
3.870    ;0.766    ;-0.454   ;80.000   ;8.062     
3.880    ;0.769    ;-0.455   ;80.000   ;8.083     
3.890    ;0.771    ;-0.457   ;80.000   ;8.104     
3.900    ;0.773    ;-0.459   ;80.000   ;8.125     
3.910    ;0.776    ;-0.460   ;80.000   ;8.146     
3.920    ;0.778    ;-0.462   ;80.000   ;8.167     
3.930    ;0.780    ;-0.463   ;80.000   ;8.187     
3.940    ;0.783    ;-0.465   ;80.000   ;8.208     
3.950    ;0.785    ;-0.466   ;80.000   ;8.229     
