"BZ3 Nonlinear Vehicle Dynamics Simulation Constant Steer Ramp Speed Test  WB=2745 mm"
"TIME, sec";"SPEED, kph";"YAWVEL, deg/sec";                 ;
5.180    ;38.648   ;5.246     
5.190    ;38.684   ;5.250     
5.200    ;38.720   ;5.254     
5.210    ;38.756   ;5.259     
5.220    ;38.792   ;5.263     
5.230    ;38.828   ;5.267     
5.240    ;38.864   ;5.271     
5.250    ;38.900   ;5.275     
5.260    ;38.936   ;5.279     
5.270    ;38.972   ;5.283     
5.280    ;39.008   ;5.287     
5.290    ;39.044   ;5.291     
5.300    ;39.080   ;5.295     
5.310    ;39.116   ;5.299     
5.320    ;39.152   ;5.303     
5.330    ;39.188   ;5.307     
5.340    ;39.224   ;5.311     
5.350    ;39.260   ;5.315     
5.360    ;39.296   ;5.319     
5.370    ;39.332   ;5.323     
5.380    ;39.368   ;5.327     
5.390    ;39.404   ;5.331     
5.400    ;39.440   ;5.335     
5.410    ;39.476   ;5.339     
5.420    ;39.512   ;5.343     
5.430    ;39.548   ;5.347     
5.440    ;39.584   ;5.351     
5.450    ;39.620   ;5.355     
5.460    ;39.656   ;5.359     
5.470    ;39.692   ;5.363     
5.480    ;39.728   ;5.367     
5.490    ;39.764   ;5.371     
5.500    ;39.800   ;5.375     
5.510    ;39.836   ;5.379     
5.520    ;39.872   ;5.383     
5.530    ;39.908   ;5.387     
5.540    ;39.944   ;5.391     
5.550    ;39.980   ;5.395     
5.560    ;40.016   ;5.399     
5.570    ;40.052   ;5.403     
5.580    ;40.088   ;5.407     
5.590    ;40.124   ;5.411     
5.600    ;40.160   ;5.415     
5.610    ;40.196   ;5.419     
5.620    ;40.232   ;5.423     
5.630    ;40.268   ;5.427     
5.640    ;40.304   ;5.431     
5.650    ;40.340   ;5.435     
5.660    ;40.376   ;5.439     
5.670    ;40.412   ;5.443     
5.680    ;40.448   ;5.447     
5.690    ;40.484   ;5.451     
5.700    ;40.520   ;5.455     
5.710    ;40.556   ;5.459     
5.720    ;40.592   ;5.463     
5.730    ;40.628   ;5.467     
5.740    ;40.664   ;5.471     
5.750    ;40.700   ;5.475     
5.760    ;40.736   ;5.479     
5.770    ;40.772   ;5.483     
